"","Fit","Data","Iteration DKW","Iteration KS","Iteration Convergence","loglik DKW","Loglik ks","loglik convergence","initial loglik","Average point dist DKW final","Average point dist DKW final","Average point value","Time -1 state","Iterations -1 state","loglik initial -1 state","loglik conv -1 state","in ks initial -1 state","in ks conv -1 state","in ks initial","in ks conv"
"12","20d"," multimodal_100obs.csv&1","65","66","380","-9.79882253993429","-9.62431814480962","-0.724829674044914","-25.9385127535396","0.0150629580461736","0.0146702837717738","0.510080030773898",NA,NA,NA,NA,NA,NA,"0.7257","1"
"13","2d"," multimodal_10obs.csv&1","1","1","4","0.173140953416848","0.173140953416848","0.20605760883454","0.151039821856746","0.00182641725487324","0.00182641725487324","0.538325338747849",NA,NA,NA,NA,NA,NA,"1","1"
"14","5d"," multimodal_10obs.csv&1","1","1","34","0.237888404580443","0.237888404580443","1.34713613089443","-0.0120543902504876","0.0230217450866328","0.0230217450866328","0.512172794180438",NA,NA,NA,NA,NA,NA,"1","1"
"15","10d"," multimodal_10obs.csv&1","1","1","32","0.317202733970912","0.317202733970912","1.55337420197404","0.141515074134097","0.0410856446211123","0.0410856446211123","0.512635679111346",NA,NA,NA,NA,NA,NA,"1","1"
"16","20d"," multimodal_10obs.csv&1","1","1","48","0.232087986315287","0.232087986315287","1.50729278076337","0.161788719113412","0.0554949267634661","0.0554949267634661","0.513740157279228",NA,NA,NA,NA,NA,NA,"1","1"
"17","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2d","exp_rate1_1000obs.csv&1","1","1","1","-1005.04402921708","-1005.04402921708","-1005.04402921708","-1005.05158124565","0","0","0.502111326888841",NA,NA,NA,NA,NA,NA,"1","1"
"22","5d","exp_rate1_1000obs.csv&1","1","1","9","-1004.89081743718","-1004.89081743718","-1004.66723505137","-1004.98199666517","0.00175343644906221","0.00175343644906221","0.499963816271822",NA,NA,NA,NA,NA,NA,"1","1"
"23","10d","exp_rate1_1000obs.csv&1","1","1","18","-1006.59387452332","-1006.59387452332","-1004.14354253678","-1008.80773786512","0.0104247885638888","0.0104247885638888","0.499642255198099",NA,NA,NA,NA,NA,NA,"0.9994","1"
"24","20d","exp_rate1_1000obs.csv&1","2","2","27","-1007.32204503714","-1007.32204503714","-1004.18228639938","-1020.86560472044","0.00783953896089958","0.00783953896089958","0.500762168413534",NA,NA,NA,NA,NA,NA,"0.9144","1"
"25","2d","exp_rate1_100obs.csv&1","1","1","5","-104.551890814252","-104.551890814252","-104.497482551736","-104.57749698028","0.00130298182247431","0.00130298182247431","0.509245983992975",NA,NA,NA,NA,NA,NA,"1","1"
"26","5d","exp_rate1_100obs.csv&1","1","1","9","-104.589788932873","-104.589788932873","-104.30033427644","-104.751997998372","0.0092149151229999","0.0092149151229999","0.503312673805331",NA,NA,NA,NA,NA,NA,"1","1"
"27","10d","exp_rate1_100obs.csv&1","1","1","14","-105.454187194829","-105.454187194829","-104.272655035808","-106.798564118755","0.0168129029304028","0.0168129029304028","0.500754080633359",NA,NA,NA,NA,NA,NA,"1","1"
"28","20d","exp_rate1_100obs.csv&1","1","1","16","-104.330242329049","-104.330242329049","-104.042520149826","-104.372950041576","0.00446099345643604","0.00446099345643604","0.500300503016747",NA,NA,NA,NA,NA,NA,"1","1"
"29","2d","exp_rate1_10obs.csv&1","1","1","1","-9.06350668126431","-9.06350668126431","-9.06350668126431","-9.06493781703124","0","0","0.477762899446931",NA,NA,NA,NA,NA,NA,"1","1"
"30","5d","exp_rate1_10obs.csv&1","1","1","29","-8.90877681514185","-8.90877681514185","-8.09561554761468","-8.96765512208694","0.0590998711231821","0.0590998711231821","0.521730912307035",NA,NA,NA,NA,NA,NA,"1","1"
"31","10d","exp_rate1_10obs.csv&1","1","1","41","-9.36350851640664","-9.36350851640664","-6.34651953485134","-10.1836531494225","0.10445102386137","0.10445102386137","0.514792656567693",NA,NA,NA,NA,NA,NA,"0.9911","1"
"32","20d","exp_rate1_10obs.csv&1","1","1","57","-8.64900457329107","-8.64900457329107","-6.30486640238269","-9.01892775102997","0.0707330472813329","0.0707330472813329","0.513753071119931",NA,NA,NA,NA,NA,NA,"1","1"
"33","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2d","ln_1000obs.csv&1",NA,NA,"20",NA,NA,"-620.067398560979","-699.320043175833","0.591410285828615","0.591410285828615","0.591410285828615",NA,NA,NA,NA,NA,NA,"0.0419","0.0406"
"38","5d","ln_1000obs.csv&1",NA,NA,"89",NA,NA,"-151.641046103927","-617.684517851632","0.555346581542714","0.555346581542714","0.555346581542714",NA,NA,NA,NA,NA,NA,"0.0399","0.0356"
"39","10d","ln_1000obs.csv&1",NA,NA,"497",NA,NA,"179.194262244498","-377.23989751863","0.536214530163443","0.536214530163443","0.536214530163443",NA,NA,NA,NA,NA,NA,"0.0388","0.033"
"40","20d","ln_1000obs.csv&1",NA,NA,"418",NA,NA,"388.527443989238","-786.179302383697","0.525939614214779","0.525939614214779","0.525939614214779",NA,NA,NA,NA,NA,NA,"0.0401","0.0383"
"41","2d","ln_100obs.csv&1",NA,NA,"19",NA,NA,"-61.1864971763317","-92.263541517915","0.591644993771601","0.591644993771601","0.591644993771601",NA,NA,NA,NA,NA,NA,"0.1312","0.1319"
"42","5d","ln_100obs.csv&1",NA,NA,"129",NA,NA,"-14.2452882863085","-57.9946514356157","0.55575602984409","0.55575602984409","0.55575602984409",NA,NA,NA,NA,NA,NA,"0.1319","0.1397"
"43","10d","ln_100obs.csv&1",NA,NA,"94",NA,NA,"18.9824414639547","-59.9316415709513","0.53687458384629","0.53687458384629","0.53687458384629",NA,NA,NA,NA,NA,NA,"0.1348","0.157"
"44","20d","ln_100obs.csv&1",NA,NA,"406",NA,NA,"40.0585365086708","-80.7088606854905","0.526880113969448","0.526880113969448","0.526880113969448",NA,NA,NA,NA,NA,NA,"0.1286","0.176"
"45","2d","ln_10obs.csv&1",NA,NA,"16",NA,NA,"-5.54203751846324","-8.64849803529504","0.592401017976992","0.592401017976992","0.592401017976992",NA,NA,NA,NA,NA,NA,"0.7941","0.7941"
"46","5d","ln_10obs.csv&1",NA,NA,"29",NA,NA,"-0.841419769439781","-4.91517450837344","0.557014130040747","0.557014130040747","0.557014130040747",NA,NA,NA,NA,NA,NA,"0.7941","0.81"
"47","10d","ln_10obs.csv&1","15","16","60","-0.174320524768681","-0.028976185708996","2.49866842987474","-6.49551540769459","0.0210326231484172","0.0198030617314575","0.538477877109998",NA,NA,NA,NA,NA,NA,"0.7941","0.9431"
"48","20d","ln_10obs.csv&1","20","20","109","0.0828556728868432","0.0828556728868432","3.93931606605018","-8.19534552187812","0.0347107370230669","0.0347107370230669","0.531586366020903",NA,NA,NA,NA,NA,NA,"0.7941","0.9997"
"49","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2d","pareto_1000obs.csv&1",NA,NA,"112",NA,NA,"-2690.10796040766","-2736.0503623204","0.369972937194761","0.369972937194761","0.369972937194761",NA,NA,NA,NA,NA,NA,"0.9475","0.9508"
"54","5d","pareto_1000obs.csv&1",NA,NA,"49",NA,NA,"-2332.82045962882","-2768.38730072533","0.500451674787003","0.500451674787003","0.500451674787003",NA,NA,NA,NA,NA,NA,"0.9285","0.9904"
"55","10d","pareto_1000obs.csv&1",NA,NA,"406",NA,NA,"-2250.58608008516","-2732.0380577468","0.499040794608383","0.499040794608383","0.499040794608383",NA,NA,NA,NA,NA,NA,"0.9504","0.9932"
"56","20d","pareto_1000obs.csv&1",NA,NA,"204",NA,NA,"-2250.36016869162","-2720.87160370986","0.498762983557886","0.498762983557886","0.498762983557886",NA,NA,NA,NA,NA,NA,"0.9441","0.9932"
"57","2d","pareto_100obs.csv&1",NA,NA,"54",NA,NA,"-260.769085731956","-265.004792002259","0.387978435953426","0.387978435953426","0.387978435953426",NA,NA,NA,NA,NA,NA,"0.9148","0.9145"
"58","5d","pareto_100obs.csv&1",NA,NA,"34",NA,NA,"-234.233529345424","-267.420354772418","0.506551913916906","0.506551913916906","0.506551913916906",NA,NA,NA,NA,NA,NA,"0.9123","0.9961"
"59","10d","pareto_100obs.csv&1",NA,NA,"61",NA,NA,"-226.240876007331","-263.539119402323","0.501573878227504","0.501573878227504","0.501573878227504",NA,NA,NA,NA,NA,NA,"0.9135","0.9973"
"60","20d","pareto_100obs.csv&1",NA,NA,"53",NA,NA,"-226.203227837095","-265.939255605227","0.501890390271118","0.501890390271118","0.501890390271118",NA,NA,NA,NA,NA,NA,"0.9155","0.9973"
"61","2d","pareto_10obs.csv&1","1","1","13","-24.2187019652253","-24.2187019652253","-23.9965793140461","-24.250755947331","0.00939403353762954","0.00939403353762954","0.460810946371512",NA,NA,NA,NA,NA,NA,"1","1"
"62","5d","pareto_10obs.csv&1","1","1","57","-24.1972191338255","-24.1972191338255","-22.3111575889973","-24.2827099607979","0.0935590411594645","0.0935590411594645","0.52188407783674",NA,NA,NA,NA,NA,NA,"1","1"
"63","10d","pareto_10obs.csv&1","1","1","53","-24.0649440780081","-24.0649440780081","-20.4914223918612","-24.2495561331817","0.0946504490237406","0.0946504490237406","0.522482926961444",NA,NA,NA,NA,NA,NA,"1","1"
"64","20d","pareto_10obs.csv&1","1","1","74","-24.3741336068674","-24.3741336068674","-20.1738854136374","-24.6190858357358","0.0697530043349089","0.0697530043349089","0.523115750579309",NA,NA,NA,NA,NA,NA,"1","1"
"65","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2d","ph10_1000obs.csv&1","2","2","14","-1517.62174171911","-1517.62174171911","-1516.577430219","-1518.37356737396","0.00651496134460774","0.00651496134460774","0.499018415207656",NA,NA,NA,NA,NA,NA,"0.999","1"
"70","5d","ph10_1000obs.csv&1","1","1","8","-1517.17563179462","-1517.17563179462","-1516.55894313213","-1517.73022456412","0.00531967638501415","0.00531967638501415","0.499370119640171",NA,NA,NA,NA,NA,NA,"1","1"
"71","10d","ph10_1000obs.csv&1","1","1","7","-1516.98567193606","-1516.98567193606","-1516.44816000049","-1517.82964372146","0.00499094090016688","0.00499094090016688","0.49961489807393",NA,NA,NA,NA,NA,NA,"1","1"
"72","20d","ph10_1000obs.csv&1","1","1","14","-1517.26128912906","-1517.26128912906","-1516.50258903854","-1518.25038900116","0.00554959303398814","0.00554959303398814","0.500034851303951",NA,NA,NA,NA,NA,NA,"0.9989","1"
"73","2d","ph10_100obs.csv&1","1","1","1","-147.012042253358","-147.012042253358","-147.012042253358","-147.014657905864","0","0","0.497750426226898",NA,NA,NA,NA,NA,NA,"1","1"
"74","5d","ph10_100obs.csv&1","1","1","38","-146.867089978042","-146.867089978042","-145.169496240871","-146.919822120591","0.0167189246508053","0.0167189246508053","0.499566271588456",NA,NA,NA,NA,NA,NA,"1","1"
"75","10d","ph10_100obs.csv&1","1","1","14","-146.64785519079","-146.64785519079","-145.183297998668","-147.864331035693","0.0263270311983031","0.0263270311983031","0.499101952372099",NA,NA,NA,NA,NA,NA,"1","1"
"76","20d","ph10_100obs.csv&1","1","1","25","-146.448717843959","-146.448717843959","-145.333742109562","-146.567118801796","0.0133694589037495","0.0133694589037495","0.497288428743929",NA,NA,NA,NA,NA,NA,"1","1"
"77","2d","ph10_10obs.csv&1","1","1","1","-13.1808108186664","-13.1808108186664","-13.1808108186664","-13.1859815167554","0","0","0.491175986265362",NA,NA,NA,NA,NA,NA,"1","1"
"78","5d","ph10_10obs.csv&1","1","1","16","-13.1260120698764","-13.1260120698764","-12.5906891197042","-13.3582534211136","0.0410607050065907","0.0410607050065907","0.497097601986881",NA,NA,NA,NA,NA,NA,"1","1"
"79","10d","ph10_10obs.csv&1","1","1","25","-13.1413398405929","-13.1413398405929","-12.6075560693227","-13.1915845820687","0.0451047028832986","0.0451047028832986","0.503287062586206",NA,NA,NA,NA,NA,NA,"1","1"
"80","20d","ph10_10obs.csv&1","1","1","21","-13.1351477197003","-13.1351477197003","-12.6154051158113","-13.1605392595326","0.0146079290522985","0.0146079290522985","0.491068371174315",NA,NA,NA,NA,NA,NA,"1","1"
"81","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2d","ph20_1000obs.csv&1","1","1","13","-1727.1008222498","-1727.1008222498","-1726.57905591879","-1727.24038679815","0.00427432534968361","0.00427432534968361","0.49874547606191",NA,NA,NA,NA,NA,NA,"1","1"
"86","5d","ph20_1000obs.csv&1","2","2","22","-1727.76596310211","-1727.76596310211","-1726.36067748557","-1730.5875435855","0.00819271451901966","0.00819271451901966","0.499602066402192",NA,NA,NA,NA,NA,NA,"0.9649","1"
"87","10d","ph20_1000obs.csv&1","3","3","30","-1726.72759609274","-1726.72759609274","-1725.66251897513","-1741.66494211286","0.00648266942123098","0.00648266942123098","0.500281885136796",NA,NA,NA,NA,NA,NA,"0.9346","1"
"88","20d","ph20_1000obs.csv&1","1","1","7","-1726.76637602537","-1726.76637602537","-1726.41388151313","-1727.26110160375","0.00398449622232374","0.00398449622232374","0.500141953657635",NA,NA,NA,NA,NA,NA,"1","1"
"89","2d","ph20_100obs.csv&1","1","1","12","-184.925970144738","-184.925970144738","-184.238631476129","-185.142351142755","0.0150674481427894","0.0150674481427894","0.501777472080952",NA,NA,NA,NA,NA,NA,"1","1"
"90","5d","ph20_100obs.csv&1","2","2","91","-185.781926031353","-185.781926031353","-182.11936982101","-191.868346880104","0.0362707206111956","0.0362707206111956","0.50170274591323",NA,NA,NA,NA,NA,NA,"0.9047","1"
"91","10d","ph20_100obs.csv&1","1","1","91","-186.175530476115","-186.175530476115","-182.131806538158","-189.15697670505","0.0387367769854995","0.0387367769854995","0.501339401657151",NA,NA,NA,NA,NA,NA,"0.944","1"
"92","20d","ph20_100obs.csv&1","2","2","103","-186.317577329245","-186.317577329245","-182.14964218273","-192.824032093867","0.0377479408211432","0.0377479408211432","0.501819958624581",NA,NA,NA,NA,NA,NA,"0.91","1"
"93","2d","ph20_10obs.csv&1","1","1","39","-18.2953609117436","-18.2953609117436","-16.7033959313597","-18.4968791318988","0.0607145450086465","0.0607145450086465","0.509740363794794",NA,NA,NA,NA,NA,NA,"1","1"
"94","5d","ph20_10obs.csv&1","1","1","17","-17.9152672911212","-17.9152672911212","-16.4255712810241","-18.9932611413274","0.0544940737560145","0.0544940737560145","0.499445299934947",NA,NA,NA,NA,NA,NA,"1","1"
"95","10d","ph20_10obs.csv&1","1","1","15","-17.4422433681812","-17.4422433681812","-16.4019064933613","-17.9819145350259","0.0416119621484104","0.0416119621484104","0.498209995621435",NA,NA,NA,NA,NA,NA,"1","1"
"96","20d","ph20_10obs.csv&1","1","1","19","-17.1462006411497","-17.1462006411497","-16.4506819298504","-17.8386712974879","0.028289988899661","0.028289988899661","0.503670638351626",NA,NA,NA,NA,NA,NA,"1","1"
"97","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2d","ph5_1000obs.csv&1","1","1","1","-1381.1968216551","-1381.1968216551","-1381.1968216551","-1381.19938143098","0","0","0.500487860051709",NA,NA,NA,NA,NA,NA,"1","1"
"102","5d","ph5_1000obs.csv&1","1","1","1","-1381.15212474125","-1381.15212474125","-1381.15212474125","-1381.15802288078","0","0","0.500436026984359",NA,NA,NA,NA,NA,NA,"1","1"
"103","10d","ph5_1000obs.csv&1","2","2","18","-1383.61065982412","-1383.61065982412","-1381.17863481596","-1391.95274345474","0.0108536401649676","0.0108536401649676","0.500389513204244",NA,NA,NA,NA,NA,NA,"0.9033","1"
"104","20d","ph5_1000obs.csv&1","1","1","6","-1381.47431673066","-1381.47431673066","-1381.21224261452","-1381.81279167791","0.00339466249681826","0.00339466249681826","0.500414546651677",NA,NA,NA,NA,NA,NA,"1","1"
"105","2d","ph5_100obs.csv&1","1","1","11","-131.445989479895","-131.445989479895","-131.238613475785","-131.514310638372","0.00531009508078255","0.00531009508078255","0.508494891623687",NA,NA,NA,NA,NA,NA,"1","1"
"106","5d","ph5_100obs.csv&1","1","1","104","-131.331690486446","-131.331690486446","-129.926536730939","-131.420672998346","0.0120715715504036","0.0120715715504036","0.501773423359635",NA,NA,NA,NA,NA,NA,"1","1"
"107","10d","ph5_100obs.csv&1","1","1","35","-131.938535094001","-131.938535094001","-129.828413647198","-132.892970613655","0.0195280641342873","0.0195280641342873","0.501959446297972",NA,NA,NA,NA,NA,NA,"1","1"
"108","20d","ph5_100obs.csv&1","1","1","41","-131.577311222291","-131.577311222291","-130.24237741952","-131.78236376904","0.0167964612660484","0.0167964612660484","0.504607727643133",NA,NA,NA,NA,NA,NA,"1","1"
"109","2d","ph5_10obs.csv&1","1","1","20","-14.3218277706191","-14.3218277706191","-14.0493140661031","-14.3635767482059","0.0373746239055589","0.0373746239055589","0.506348453901951",NA,NA,NA,NA,NA,NA,"1","1"
"110","5d","ph5_10obs.csv&1","1","1","39","-14.4612553970857","-14.4612553970857","-13.1375704573096","-14.9844440520537","0.0697559259859228","0.0697559259859228","0.514067234248472",NA,NA,NA,NA,NA,NA,"1","1"
"111","10d","ph5_10obs.csv&1","1","1","56","-14.2037838868173","-14.2037838868173","-12.5239878904105","-14.7798881245467","0.0578301987337469","0.0578301987337469","0.5107257564643",NA,NA,NA,NA,NA,NA,"1","1"
"112","20d","ph5_10obs.csv&1","1","1","5","-14.1351927021854","-14.1351927021854","-14.0101285390171","-14.3863410579185","0.0235366143682713","0.0235366143682713","0.507391989142449",NA,NA,NA,NA,NA,NA,"1","1"
"113","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2d","unif_1000obs.csv&1",NA,NA,"47",NA,NA,"-195.758086562396","-282.378241934906","0.531361814477823","0.531361814477823","0.531361814477823",NA,NA,NA,NA,NA,NA,"0.1483","0.367"
"118","5d","unif_1000obs.csv&1",NA,NA,"179",NA,NA,"-137.416960934074","-186.251847991624","0.51684469724485","0.51684469724485","0.51684469724485",NA,NA,NA,NA,NA,NA,"0.2821","0.542"
"119","10d","unif_1000obs.csv&1",NA,NA,"590",NA,NA,"-83.1411277281502","-186.614198253028","0.507539436563938","0.507539436563938","0.507539436563938",NA,NA,NA,NA,NA,NA,"0.4036","0.7865"
"120","20d","unif_1000obs.csv&1",NA,NA,"551",NA,NA,"-67.393029405347","-241.868751056266","0.50531070202385","0.50531070202385","0.50531070202385",NA,NA,NA,NA,NA,NA,"0.2508","0.8686"
"121","2d","unif_100obs.csv&1",NA,NA,"51",NA,NA,"-18.0683502895994","-27.8173575696517","0.534345022927327","0.534345022927327","0.534345022927327",NA,NA,NA,NA,NA,NA,"0.5196","0.8275"
"122","5d","unif_100obs.csv&1","23","23","133","-13.7278015712571","-13.7278015712571","-9.23429802731103","-18.3857517167567","0.01967007681809","0.01967007681809","0.517717426085292",NA,NA,NA,NA,NA,NA,"0.8251","1"
"123","10d","unif_100obs.csv&1","10","10","133","-13.7775918793497","-13.7775918793497","-3.00520021181308","-19.7004929536881","0.0380822299646554","0.0380822299646554","0.508470566774224",NA,NA,NA,NA,NA,NA,"0.7742","1"
"124","20d","unif_100obs.csv&1","24","24","108","-13.4618682520236","-13.4618682520236","-2.73282084910824","-23.1586050179699","0.0384379028157678","0.0384379028157678","0.507793840635796",NA,NA,NA,NA,NA,NA,"0.6932","1"
"125","2d","unif_10obs.csv&1","1","1","26","-1.8193559802386","-1.8193559802386","-1.16327945153682","-1.88207107323987","0.0338785324203266","0.0338785324203266","0.531542854270938",NA,NA,NA,NA,NA,NA,"1","1"
"126","5d","unif_10obs.csv&1","1","1","55","-1.12154685458173","-1.12154685458173","0.239582863777141","-1.14314586658241","0.0341431826348524","0.0341431826348524","0.521998929767439",NA,NA,NA,NA,NA,NA,"1","1"
"127","10d","unif_10obs.csv&1","1","1","64","-1.26807486623291","-1.26807486623291","1.32400122071263","-1.29616771880852","0.0697421213393096","0.0697421213393096","0.515367359927803",NA,NA,NA,NA,NA,NA,"1","1"
"128","20d","unif_10obs.csv&1","1","1","6","-1.52056619427483","-1.52056619427483","-1.39579667691893","-1.62261864142532","0.00738555792945363","0.00738555792945363","0.541908213843595",NA,NA,NA,NA,NA,NA,"1","1"
"129","2d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","10d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","20d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2d"," multimodal_1000obs.csv&2",NA,NA,"32",NA,NA,"-251.485500450146","-252.923713533599","0.528024231634909","0.528024231634909","0.528024231634909",NA,NA,NA,NA,NA,NA,"0.2788","0.2893"
"134","5d"," multimodal_1000obs.csv&2",NA,NA,"387",NA,NA,"-157.842690467901","-272.903938564134","0.514722292077349","0.514722292077349","0.514722292077349",NA,NA,NA,NA,NA,NA,"0.1228","0.4804"
"135","10d"," multimodal_1000obs.csv&2",NA,NA,"927",NA,NA,"-86.3919661621273","-261.211337289565","0.509307986128611","0.509307986128611","0.509307986128611",NA,NA,NA,NA,NA,NA,"0.2904","0.6084"
"136","20d"," multimodal_1000obs.csv&2",NA,NA,"1603",NA,NA,"25.2655335384434","-274.831588539705","0.501607983501657","0.501607983501657","0.501607983501657",NA,NA,NA,NA,NA,NA,"0.1825","0.8929"
"137","2d"," multimodal_100obs.csv&2",NA,NA,"9",NA,NA,"-32.4418612451693","-22.6002126186194","0.497968446614983","0.497968446614983","0.497968446614983",NA,NA,NA,NA,NA,NA,"0.5692","0.6139"
"138","5d"," multimodal_100obs.csv&2",NA,NA,"111",NA,NA,"-14.02480528104","-22.0899013504398","0.482289280194352","0.482289280194352","0.482289280194352",NA,NA,NA,NA,NA,NA,"0.5846","0.7839"
"139","10d"," multimodal_100obs.csv&2",NA,NA,"136",NA,NA,"-2.98623538441008","-25.4755851349058","0.474373005488265","0.474373005488265","0.474373005488265",NA,NA,NA,NA,NA,NA,"0.5599","0.9291"
"140","20d"," multimodal_100obs.csv&2","122","125","252","0.178810916352664","0.318445701477772","3.47373391501792","-26.0452108328045","0.00668248111460048","0.00641165526766248","0.469915893399425",NA,NA,NA,NA,NA,NA,"0.542","1"
